D1;MP30;00:00:00;3729;5241;1
D2;MP30;00:00:00;5597;2306;1
D3;MP30;00:00:00;3740;2620;1
D4;MP30;00:00:00;6238;968;1
D5;MP30;00:00:00;353;6768;1
D6;MP30;00:00:01;1291;445;1
D7;MP30;00:00:01;5947;5343;1
D8;MP30;00:00:01;4278;7140;1
D9;MP30;00:00:01;5408;7362;1
D10;MP30;00:00:02;7101;2926;1
D11;MP30;00:00:02;6319;3176;1
D12;MP30;00:00:02;5986;138;1
D13;MP30;00:00:02;2378;471;1
D14;MP30;00:00:03;7592;5225;1
D15;MP30;00:00:03;3910;631;1
D16;MP30;00:00:03;1214;3023;1
D17;MP30;00:00:03;3212;785;1
D18;MP30;00:00:04;647;7006;1
D19;MP30;00:00:04;6925;3671;1
D20;MP30;00:00:04;4471;3571;1
D21;MP30;00:00:04;2165;3061;1
D22;MP30;00:00:04;3822;5660;1
D23;MP30;00:00:05;7311;285;1
D24;MP30;00:00:05;3404;5340;1
D25;MP30;00:00:05;2368;517;1
D26;MP30;00:00:05;7944;2745;1
D27;MP30;00:00:06;5320;5270;1
D28;MP30;00:00:06;2710;7425;1
D29;MP30;00:00:06;6451;6471;1
D30;MP30;00:00:06;3654;5060;1
D31;MP30;00:00:07;5289;4137;1
D32;MP30;00:00:07;3078;5188;1
D33;MP30;00:00:07;429;3012;1
D34;MP30;00:00:07;6994;1375;1
D35;MP30;00:00:08;4947;7545;1
D36;MP30;00:00:08;4350;539;1
D37;MP30;00:00:08;3517;1023;1
D38;MP30;00:00:08;1819;1178;1
D39;MP30;00:00:09;7314;2677;1
D40;MP30;00:00:09;7021;6398;1
D41;MP30;00:00:09;4766;7293;1
D42;MP30;00:00:09;2157;1848;1
D43;MP30;00:00:09;6085;6810;1
D44;MP30;00:00:10;1747;2307;1
D45;MP30;00:00:10;2213;1813;1
D46;MP30;00:00:10;3383;6880;1
D47;MP30;00:00:10;2188;3712;1
D48;MP30;00:00:11;2682;3665;1
D49;MP30;00:00:11;2001;1673;1
D50;MP30;00:00:11;31;2793;1
D51;MP30;00:00:11;1573;5157;1
D52;MP30;00:00:12;7560;2549;1
D53;MP30;00:00:12;3885;7576;1
D54;MP30;00:00:12;2489;1293;1
D55;MP30;00:00:12;5307;1492;1
D56;MP30;00:00:13;7245;224;1
D57;MP30;00:00:13;6822;7254;1
D58;MP30;00:00:13;2066;5291;1
D59;MP30;00:00:13;4935;6708;1
D60;MP30;00:00:14;1098;7781;1
D61;MP30;00:00:15;2439;2657;1
D62;MP30;00:00:15;7108;5657;1
D63;MP30;00:00:15;6254;30;1
D64;MP30;00:00:15;6597;4194;1
D65;MP30;00:00:15;3141;2952;1
D66;MP30;00:00:16;262;6763;1
D67;MP30;00:00:16;1082;3594;1
D68;MP30;00:00:16;3788;4980;1
D69;MP30;00:00:16;907;583;1
D70;MP30;00:00:17;3667;2367;1
D71;MP30;00:00:17;4351;120;1
D72;MP30;00:00:17;7704;7531;1
D73;MP30;00:00:17;2087;5538;1
D74;MP30;00:00:18;6733;7833;1
D75;MP30;00:00:18;862;6689;1
D76;MP30;00:00:18;5119;3645;1
D77;MP30;00:00:18;5667;792;1
D78;MP30;00:00:19;2209;5348;1
D79;MP30;00:00:19;7914;852;1
D80;MP30;00:00:19;99;3986;1
D81;MP30;00:00:19;6705;345;1
D82;MP30;00:00:19;6790;4371;1
D83;MP30;00:00:20;6961;398;1
D84;MP30;00:00:20;2133;258;1
D85;MP30;00:00:20;649;3043;1
D86;MP30;00:00:20;4133;1367;1
D87;MP30;00:00:21;3016;3094;1
D88;MP30;00:00:21;2786;1842;1
D89;MP30;00:00:21;568;3056;1
D90;MP30;00:00:21;934;3591;1
D91;MP30;00:00:22;2054;3566;1
D92;MP30;00:00:22;7248;3506;1
D93;MP30;00:00:22;1898;5011;1
D94;MP30;00:00:22;4525;4010;1
D95;MP30;00:00:23;2415;4712;1
D96;MP30;00:00:23;1868;1697;1
D97;MP30;00:00:23;3640;3703;1
D98;MP30;00:00:23;1070;7583;1
D99;MP30;00:00:24;4517;3443;1
D100;MP30;00:00:24;4;498;1
D101;MP30;00:00:24;817;6030;1
D102;MP30;00:00:24;7572;4123;1
D103;MP30;00:00:24;1471;7550;1
D104;MP30;00:00:25;129;5179;1
D105;MP30;00:00:25;172;4246;1
D106;MP30;00:00:25;5187;2569;1
D107;MP30;00:00:25;7786;3905;1
D108;MP30;00:00:26;4748;2860;1
D109;MP30;00:00:26;4164;7896;1
D110;MP30;00:00:26;2206;2337;1
D111;MP30;00:00:26;516;7782;1
D112;MP30;00:00:27;5939;2972;1
D113;MP30;00:00:27;2828;1921;1
D114;MP30;00:00:27;1925;354;1
D115;MP30;00:00:27;2730;182;1
D116;MP30;00:00:28;3542;702;1
D117;MP30;00:00:28;4261;6352;1
D118;MP30;00:00:28;2718;2794;1
D119;MP30;00:00:28;5695;5000;1
D120;MP30;00:00:29;1699;3321;1
D121;MP30;00:00:30;4858;774;1
D122;MP30;00:00:30;5785;1014;1
D123;MP30;00:00:30;6244;4387;1
D124;MP30;00:00:30;2072;488;1
D125;MP30;00:00:30;1214;3387;1
