D1;MP30;00:00:00;7178;5701;1
D2;MP30;00:00:00;6811;1754;1
D3;MP30;00:00:00;5667;7625;1
D4;MP30;00:00:00;1023;5505;1
D5;MP30;00:00:01;4831;7382;1
D6;MP30;00:00:01;3748;1526;1
D7;MP30;00:00:01;5354;1891;1
D8;MP30;00:00:02;984;1851;1
D9;MP30;00:00:02;4223;7257;1
D10;MP30;00:00:02;2231;1862;1
D11;MP30;00:00:03;3423;2988;1
D12;MP30;00:00:03;621;7105;1
D13;MP30;00:00:03;7396;7228;1
D14;MP30;00:00:04;3968;3011;1
D15;MP30;00:00:04;649;1647;1
D16;MP30;00:00:04;2793;1628;1
D17;MP30;00:00:05;5029;3057;1
D18;MP30;00:00:05;2426;3082;1
D19;MP30;00:00:05;3875;4111;1
D20;MP30;00:00:06;768;7807;1
D21;MP30;00:00:06;5021;4775;1
D22;MP30;00:00:06;7402;4952;1
D23;MP30;00:00:07;5634;2878;1
D24;MP30;00:00:07;937;1725;1
D25;MP30;00:00:07;7024;338;1
D26;MP30;00:00:07;6833;6166;1
D27;MP30;00:00:08;436;5961;1
D28;MP30;00:00:08;7604;1559;1
D29;MP30;00:00:08;6974;762;1
D30;MP30;00:00:09;7260;1505;1
D31;MP30;00:00:09;1431;355;1
D32;MP30;00:00:09;808;1052;1
D33;MP30;00:00:10;4481;7385;1
D34;MP30;00:00:10;1958;2227;1
D35;MP30;00:00:10;6106;6059;1
D36;MP30;00:00:11;5975;2074;1
D37;MP30;00:00:11;2803;1506;1
D38;MP30;00:00:11;6558;7332;1
D39;MP30;00:00:12;6895;593;1
D40;MP30;00:00:12;1744;3200;1
D41;MP30;00:00:12;4186;762;1
D42;MP30;00:00:13;4182;7882;1
D43;MP30;00:00:13;4743;1309;1
D44;MP30;00:00:13;835;5510;1
D45;MP30;00:00:14;7763;7409;1
D46;MP30;00:00:15;2542;717;1
D47;MP30;00:00:15;6161;28;1
D48;MP30;00:00:15;6495;584;1
D49;MP30;00:00:15;3396;4183;1
D50;MP30;00:00:16;2229;177;1
D51;MP30;00:00:16;6092;6942;1
D52;MP30;00:00:16;1899;42;1
D53;MP30;00:00:17;7896;5301;1
D54;MP30;00:00:17;828;1143;1
D55;MP30;00:00:17;7835;5746;1
D56;MP30;00:00:18;3210;1989;1
D57;MP30;00:00:18;139;3142;1
D58;MP30;00:00:18;5817;3292;1
D59;MP30;00:00:19;1774;1383;1
D60;MP30;00:00:19;7405;2612;1
D61;MP30;00:00:19;3810;6333;1
D62;MP30;00:00:20;3836;5834;1
D63;MP30;00:00:20;2497;7231;1
D64;MP30;00:00:20;5990;3616;1
D65;MP30;00:00:21;4819;1112;1
D66;MP30;00:00:21;4666;2657;1
D67;MP30;00:00:21;1352;5201;1
D68;MP30;00:00:22;5087;1761;1
D69;MP30;00:00:22;7938;7431;1
D70;MP30;00:00:22;1428;5519;1
D71;MP30;00:00:22;3399;4795;1
D72;MP30;00:00:23;1563;2150;1
D73;MP30;00:00:23;2663;7177;1
D74;MP30;00:00:23;7593;4158;1
D75;MP30;00:00:24;5939;2437;1
D76;MP30;00:00:24;7251;2576;1
D77;MP30;00:00:24;5589;2883;1
D78;MP30;00:00:25;1546;7442;1
D79;MP30;00:00:25;3290;7323;1
D80;MP30;00:00:25;284;926;1
D81;MP30;00:00:26;5447;4083;1
D82;MP30;00:00:26;3620;209;1
D83;MP30;00:00:26;2637;7389;1
D84;MP30;00:00:27;236;4222;1
D85;MP30;00:00:27;3430;105;1
D86;MP30;00:00:27;7065;1346;1
D87;MP30;00:00:28;6520;5585;1
D88;MP30;00:00:28;4235;614;1
D89;MP30;00:00:28;4210;3513;1
D90;MP30;00:00:29;4835;1803;1
D91;MP30;00:00:30;6811;3942;1
